x	u0	u1
                  -8	6.991202974077071e-05	7.466882690851384e-05
             -7.9375	8.256891212501949e-05	8.803496824622004e-05
              -7.875	9.731976997745528e-05	0.0001035867811019775
             -7.8125	0.000114472868466331	0.0001216395448142005
               -7.75	0.0001343762247239533	0.0001425528094782247
             -7.6875	0.0001574195045658533	0.0001667241658587226
              -7.625	0.000184039850782719	0.0001946031516114333
             -7.5625	0.000214724136503891	0.0002266852650625317
                -7.5	0.0002500151208844059	0.0002635262384408921
             -7.4375	0.0002905139691853909	0.0003057362279809961
              -7.375	0.0003368866172757945	0.0003539943043222027
             -7.3125	0.000389866422479318	0.0004090427066379965
               -7.25	0.000450260570321992	0.0004717013541194193
             -7.1875	0.0005189526710461245	0.0005428620047805699
              -7.125	 0.00059690899266579	0.0006235025451025999
             -7.0625	0.0006851807696041101	0.0007146808486552247
                  -7	0.0007849099998221698	0.0008175485579488065
             -6.9375	0.0008973311893148428	0.0009333443989548093
              -6.875	0.001023776413360614	0.001063407135362827
             -6.8125	0.001165676189519481	0.001209168068139845
               -6.75	0.001324563480086624	0.001372162823594741
             -6.6875	0.001502073373024014	 0.00155402275816522
              -6.625	0.001699945700639478	0.001756485243682472
             -6.5625	0.001920023218383405	0.001981383711932801
                -6.5	0.002164252538881212	0.002230656128031697
             -6.4375	0.002434680537175649	0.002506333450828506
              -6.375	0.002733453352886554	0.002810546041142292
             -6.3125	0.003062810819330309	0.003145510384225293
               -6.25	0.003425083370283559	0.003513533263775216
             -6.1875	0.003822684388249658	0.003916996689735755
              -6.125	0.004258104962990745	0.004358359778033082
             -6.0625	0.004733904176026302	0.004840141945658061
                  -6	0.005252701788823574	0.005364922562898595
             -5.9375	0.005817166617586652	0.005935322609093787
              -5.875	0.006430007369242271	0.006554002298411835
             -5.8125	0.007093959400733681	 0.00722364152224254
               -5.75	0.007811774057599509	0.007946935778724585
             -5.6875	0.008586204241476235	0.008726575848258502
              -5.625	0.009419992725010873	0.009565242467702878
             -5.5625	 0.01031585705616711	 0.01046558578094011
                -5.5	 0.01127647741122247	  0.0114302192787347
             -5.4375	 0.01230448143275851	  0.0124616996257032
              -5.375	 0.01340243222923589	 0.01356252042698041
             -5.3125	 0.01457281376698686	 0.01473509304910273
               -5.25	 0.01581801962452267	 0.01598174076995344
             -5.1875	   0.017140339534284	  0.0173046811816086
              -5.125	 0.01854194945205695	 0.01870602123080367
             -5.0625	 0.02002489977413197	 0.02018774171962584
                  -5	 0.02159110719215524	 0.02175169365535283
             -4.9375	 0.02324234500337197	 0.02339958525772879
              -4.875	 0.02498023709878511	 0.02513297991914626
             -4.8125	 0.02680625064998665	 0.02695328599642741
               -4.75	 0.02872169243664921	 0.02886175654740298
             -4.6875	 0.03072770404695946	 0.03085948204384796
              -4.625	  0.0328252606034587	 0.03294739191195727
             -4.5625	 0.03501516846937303	 0.03512625016458924
                -4.5	 0.03729806629312805	 0.03739665864349379
             -4.4375	 0.03967442508239272	 0.03975905544487812
