x	u
             -7.9375	8.256891212501949e-05
             -7.5625	0.000214724136503891
                -7.5	0.0002500151208844059
             -7.4375	0.0002905139691853909
             -7.3125	0.000389866422479318
               -7.25	0.000450260570321992
              -7.125	 0.00059690899266579
             -7.0625	0.0006851807696041101
                  -7	0.0007849099998221698
              -6.375	0.002733453352886554
               -6.25	0.003425083370283559
             -5.8125	0.007093959400733681
             -5.6875	0.008586204241476235
                -5.5	 0.01127647741122247
             -5.1875	   0.017140339534284
             -5.0625	 0.02002489977413197
              -4.875	 0.02498023709878511
              -4.625	  0.0328252606034587
                -4.5	 0.03729806629312805
               -3.75	 0.07196119111372037
             -3.6875	 0.07544049835508937
             -3.3125	 0.09808350780178583
               -3.25	  0.1021381616668869
             -3.0625	  0.1147515840055343
              -2.625	  0.1465865044420413
             -2.5625	  0.1513838255433237
               -2.25	  0.1761956166312405
              -2.125	  0.1864746821180265
               -1.75	  0.2183615913304712
             -1.6875	  0.2238130142045552
                -1.5	  0.2403717360248718
             -1.4375	  0.2459543938416205
             -1.3125	  0.2572050439591525
              -0.875	  0.2973014700269594
                -0.5	  0.3321525487603363
             -0.4375	  0.3379577251551514
              -0.375	  0.3437509823759337
              -0.125	  0.3666858631598061
                   0	  0.3779002071016024
                0.25	  0.3993484484742698
              0.3125	  0.4044027873533851
               0.375	  0.4092861859324417
                 0.5	  0.4184108598077085
              0.5625	  0.4225738424761258
               0.625	  0.4264076282640213
              0.6875	   0.429855543418704
              1.6875	  0.3510958380314315
                1.75	  0.3325014022634235
              1.8125	  0.3123477393707175
               1.875	  0.2909173215434618
                   2	  0.2456696156295479
                 2.5	     0.0879898101649
              2.8125	 0.03711416496637145
              2.9375	 0.02546873812162198
              3.3125	0.007639256286306934
               3.375	 0.00619528539238802
               4.375	0.0001690906130913244
                 4.5	0.0001048714570114212
              4.9375	1.895218135289367e-05
               5.125	8.955829743115956e-06
                5.25	5.409077984169092e-06
              5.3125	4.199330176382632e-06
               5.875	4.836838509922337e-07
                6.25	3.764642130740792e-07
               7.125	5.506111434780414e-06
                7.25	8.108437551238024e-06
              7.4375	1.427666707888228e-05
              7.5625	2.060990135583848e-05
               7.625	2.468833076274199e-05
              7.6875	2.951399372601478e-05
              7.9375	5.90751839003173e-05
